Species,Type,leaf_d13C,leaf_D13C,latitude,longitude,author,year
Agrostis stolonifera,C3,-32.1,24.78413942,57.49,-135.86,Woollers_etal,2007
Carex lyngbyei,C3,-28,20.15784347,66.86,-162.28,Woollers_etal,2007
Carex holostoma,C3,-27.2,19.40351585,67.02,-162.95,Woollers_etal,2007
Puccinellia wrightii,C3,-28.4,20.55857186,67.29,-162.32,Woollers_etal,2007
Elymus macrourus,C3,-27.3,19.50541003,68.16,-159.93,Woollers_etal,2007
Carex membranacea,C3,-27.8,19.98290462,68.28,-154.06,Woollers_etal,2007
Carex turfosa,C3,-29.9,22.08293696,68.3,-154.05,Woollers_etal,2007
Deschampsia brevifolia,C3,-28,20.75075898,68.5,-149.41,Woollers_etal,2007
Phippsia algida,C3,-26.3,19.05075898,68.5,-149.41,Woollers_etal,2007
Pleuropogon sabinei,C3,-29.4,22.03996563,70.25,-149,Woollers_etal,2007
Carex acutangula,C3,-28.3,20.89463999,70.3,-161.91,Woollers_etal,2007
Carex media,C3,-29.8,21.96360226,58.2,-155.97,Woollers_etal,2007
Poa annua,C3,-31.5,24.11782047,58.3,-134.33,Woollers_etal,2007
Agropyron badamense,C3,-28.57,20.61098155,36.767,109.25,Zheng_Shangguan,2007
Artemisia freyniana,C3,-28.31,20.35098155,36.767,109.25,Zheng_Shangguan,2007
Artemisia subdigitata,C3,-27.92,19.96098155,36.767,109.25,Zheng_Shangguan,2007
Caragana korshinskii,C3,-27.04,19.08098155,36.767,109.25,Zheng_Shangguan,2007
Carex lanceolata,C3,-25.53,17.57098155,36.767,109.25,Zheng_Shangguan,2007
Cornus macrophylla,C3,-25.46,17.50098155,36.767,109.25,Zheng_Shangguan,2007
Cotoneaster acutifolius,C3,-27.37,19.41098155,36.767,109.25,Zheng_Shangguan,2007
Elaeagnus rhamnoides,C3,-26.5,18.54098155,36.767,109.25,Zheng_Shangguan,2007
Lespedeza davurica,C3,-27.69,19.73098155,36.767,109.25,Zheng_Shangguan,2007
Lonicera hispida,C3,-26.38,18.42098155,36.767,109.25,Zheng_Shangguan,2007
Periploca sepium,C3,-27.97,20.01098155,36.767,109.25,Zheng_Shangguan,2007
Pinus tabuliformis,C3,-28.59,20.63098155,36.767,109.25,Zheng_Shangguan,2007
Populus manshurica,C3,-28.72,20.76098155,36.767,109.25,Zheng_Shangguan,2007
Potentilla acaulis,C3,-28.32,20.36098155,36.767,109.25,Zheng_Shangguan,2007
Pulsatilla chinensis,C3,-26.99,19.03098155,36.767,109.25,Zheng_Shangguan,2007
Pyrus betulifolia,C3,-27.72,19.76098155,36.767,109.25,Zheng_Shangguan,2007
Robinia pseudoacacia,C3,-24.79,16.83098155,36.767,109.25,Zheng_Shangguan,2007
Rosa hugonis,C3,-24.85,16.89098155,36.767,109.25,Zheng_Shangguan,2007
Rubus parvifolius,C3,-27.04,19.08098155,36.767,109.25,Zheng_Shangguan,2007
Sophora viciifolia,C3,-25.15,17.19098155,36.767,109.25,Zheng_Shangguan,2007
Spiraea pubescens,C3,-27.47,19.51098155,36.767,109.25,Zheng_Shangguan,2007
Syringa oblata,C3,-25.94,17.98098155,36.767,109.25,Zheng_Shangguan,2007
Ulmus pumila,C3,-25.84,17.88098155,36.767,109.25,Zheng_Shangguan,2007
Ziziphus jujuba,C3,-28.22,20.26098155,36.767,109.25,Zheng_Shangguan,2007
Reaumuria soongarica,C3,-26.04,18.12798127,37.35,105.133,Ma_etal,2007
Sequoia sempervirens,C3,-25.0613,17.19417929,37.167,-122.233,Burgess_Dawson,2007
Adenophora stenophylla,C3,-27.16,19.24535025,44.77,123.78,Wang,2007
Allium ericetorum,C3,-27.01,19.09535025,44.77,123.78,Wang,2007
Apocynum lancifolium,C3,-26.96,19.04535025,44.77,123.78,Wang,2007
Artemisia anethifolia,C3,-27.57,19.65535025,44.77,123.78,Wang,2007
Artemisia anethoides,C3,-27.6,19.68535025,44.77,123.78,Wang,2007
Artemisia mongolica,C3,-24.54,16.62535025,44.77,123.78,Wang,2007
Astragalus adsurgens,C3,-28.37,20.45535025,44.77,123.78,Wang,2007
Calamagrostis epigeios,C3,-28.86,20.94535025,44.77,123.78,Wang,2007
Calystegia hederacea,C3,-28.13,20.21535025,44.77,123.78,Wang,2007
Chenopodium acuminatum,C3,-29.82,21.90535025,44.77,123.78,Wang,2007
Cynanchum amplexicule,C3,-26.41,18.49535025,44.77,123.78,Wang,2007
Dracocephalum moldavica,C3,-28.5,20.58535025,44.77,123.78,Wang,2007
Krascheninnikovia ceratoides,C3,-28.22,20.30535025,44.77,123.78,Wang,2007
Glycyrrhiza uralensis,C3,-27.59,19.67535025,44.77,123.78,Wang,2007
Heteropappus altaicus,C3,-27.8,19.88535025,44.77,123.78,Wang,2007
Incarvillea sinensis,C3,-29.37,21.45535025,44.77,123.78,Wang,2007
Inula japonica,C3,-28.83,20.91535025,44.77,123.78,Wang,2007
Lathyrus quinquenervius,C3,-27.94,20.02535025,44.77,123.78,Wang,2007
Leonurus japonicus,C3,-25.65,17.73535025,44.77,123.78,Wang,2007
Lespedeza davurica,C3,-26.99,19.07535025,44.77,123.78,Wang,2007
Leymus dasystachys,C3,-25.5,17.58535025,44.77,123.78,Wang,2007
Limonium bicolor,C3,-29.78,21.86535025,44.77,123.78,Wang,2007
Linum stelleroides,C3,-28.7,20.78535025,44.77,123.78,Wang,2007
Lycopus lucidus,C3,-28.46,20.54535025,44.77,123.78,Wang,2007
Metaplexis hemsleyana,C3,-27.6,19.68535025,44.77,123.78,Wang,2007
Phragmites mauritianus,C3,-24.74,16.82535025,44.77,123.78,Wang,2007
Plantago asiatica,C3,-28.54,20.62535025,44.77,123.78,Wang,2007
Polygonum sibiricum,C3,-27.99,20.07535025,44.77,123.78,Wang,2007
Potentilla flagellaris,C3,-28.07,20.15535025,44.77,123.78,Wang,2007
Puccinellia chinampoensis,C3,-25.9,17.98535025,44.77,123.78,Wang,2007
Puccinellia tenuiflora,C3,-25.58,17.66535025,44.77,123.78,Wang,2007
Sanguisorba officinalis,C3,-26.76,18.84535025,44.77,123.78,Wang,2007
Saussurea glomerata,C3,-29.28,21.36535025,44.77,123.78,Wang,2007
Saussurea pinnatidentata,C3,-28.46,20.54535025,44.77,123.78,Wang,2007
Laserpitium divaricatum,C3,-27.2,19.28535025,44.77,123.78,Wang,2007
Stachys chinensis,C3,-28.05,20.13535025,44.77,123.78,Wang,2007
Suaeda corniculata,C3,-27.96,20.04535025,44.77,123.78,Wang,2007
Suaeda glauca,C3,-27.01,19.09535025,44.77,123.78,Wang,2007
Taraxacum mongolicum,C3,-28.47,20.55535025,44.77,123.78,Wang,2007
Thalictrum altaicum,C3,-26.29,18.37535025,44.77,123.78,Wang,2007
Typha lugdunensis,C3,-29.66,21.74535025,44.77,123.78,Wang,2007
Ulmus pumila,C3,-28.4,20.48535025,44.77,123.78,Wang,2007
Xanthium inaequilaterum,C3,-27.63,19.71535025,44.77,123.78,Wang,2007
Abuta candollei,C3,-28.5,20.56161486,-2.85,-54.95,Domingues_etal,2007
Amphirrhox longifolia,C3,-33.6,25.66161486,-2.85,-54.95,Domingues_etal,2007
Dodecastigma uleanum,C3,-30.3,22.36161486,-2.85,-54.95,Domingues_etal,2007
Fridericia prancei,C3,-28.5,20.56161486,-2.85,-54.95,Domingues_etal,2007
Chimarrhis turbinata,C3,-30.5,22.56161486,-2.85,-54.95,Domingues_etal,2007
Combretum sp.,C3,-29.7,21.76161486,-2.85,-54.95,Domingues_etal,2007
Copaifera duckei,C3,-28.4,20.46161486,-2.85,-54.95,Domingues_etal,2007
Cordia bicolor,C3,-30,22.06161486,-2.85,-54.95,Domingues_etal,2007
Coussarea albescens,C3,-34.2,26.26161486,-2.85,-54.95,Domingues_etal,2007
Desmodium sp.,C3,-29.2,21.26161486,-2.85,-54.95,Domingues_etal,2007
Dichapetalum spruceanum,C3,-30.1,22.16161486,-2.85,-54.95,Domingues_etal,2007
Duguetia cadaverica,C3,-35.8,27.86161486,-2.85,-54.95,Domingues_etal,2007
Faramea platyneura,C3,-32.6,24.66161486,-2.85,-54.95,Domingues_etal,2007
Goupia glabra,C3,-28.9,20.96161486,-2.85,-54.95,Domingues_etal,2007
Iryanthera sagotiana,C3,-31.4,23.46161486,-2.85,-54.95,Domingues_etal,2007
Lecythis lurida,C3,-30.2,22.26161486,-2.85,-54.95,Domingues_etal,2007
Lecythis sp.,C3,-32.2,24.26161486,-2.85,-54.95,Domingues_etal,2007
Licania michelli,C3,-31.8,23.86161486,-2.85,-54.95,Domingues_etal,2007
Licaria brasiliensis,C3,-33.25,25.31161486,-2.85,-54.95,Domingues_etal,2007
Manilkara huberi,C3,-30,22.06161486,-2.85,-54.95,Domingues_etal,2007
Memora tanaeciicarpa,C3,-28.1,20.16161486,-2.85,-54.95,Domingues_etal,2007
Miconia acinodendron,C3,-34.5,26.56161486,-2.85,-54.95,Domingues_etal,2007
Micropholis sp.,C3,-29.5,21.56161486,-2.85,-54.95,Domingues_etal,2007
Mouriri brachyanthera,C3,-32.1,24.16161486,-2.85,-54.95,Domingues_etal,2007
Plinia cauliflora,C3,-36.1,28.16161486,-2.85,-54.95,Domingues_etal,2007
Perebea mollis,C3,-30.3,22.36161486,-2.85,-54.95,Domingues_etal,2007
Poecilanthe effusa,C3,-32,24.06161486,-2.85,-54.95,Domingues_etal,2007
Pouteria macrophylla,C3,-32.2,24.26161486,-2.85,-54.95,Domingues_etal,2007
Pouteria venosa,C3,-33.9,25.96161486,-2.85,-54.95,Domingues_etal,2007
Prionostemma aspera,C3,-29.3,21.36161486,-2.85,-54.95,Domingues_etal,2007
Protium puncticulatum,C3,-33.4,25.46161486,-2.85,-54.95,Domingues_etal,2007
Protium sp.,C3,-33,25.06161486,-2.85,-54.95,Domingues_etal,2007
Protium spruceanum,C3,-31.2,23.26161486,-2.85,-54.95,Domingues_etal,2007
Rinorea neglecta,C3,-35.5,27.56161486,-2.85,-54.95,Domingues_etal,2007
Sclerolobium paraense,C3,-31,23.06161486,-2.85,-54.95,Domingues_etal,2007
Tachigali myrmecophila,C3,-30,22.06161486,-2.85,-54.95,Domingues_etal,2007
Tetrapterys sp.,C3,-27.2,19.26161486,-2.85,-54.95,Domingues_etal,2007
Virola elongata,C3,-35,27.06161486,-2.85,-54.95,Domingues_etal,2007
Vismia sp.,C3,-31.8,23.86161486,-2.85,-54.95,Domingues_etal,2007
Achillea millefolium,C3,-29.87606,22.02927985,44.683,-123.3,Lambrecht_Dawson,2007
Leucanthemum cuneifolium,C3,-29.62502,21.77823985,44.683,-123.3,Lambrecht_Dawson,2007
Agropyron badamense,C3,-27.35,19.38905912,36.067,108.533,Zheng_Shangguan,2007
Artemisia freyniana,C3,-27.97,20.00905912,36.067,108.533,Zheng_Shangguan,2007
Artemisia subdigitata,C3,-29.22,21.25905912,36.067,108.533,Zheng_Shangguan,2007
Betula platyphylla,C3,-27.03,19.06905912,36.067,108.533,Zheng_Shangguan,2007
Carex lanceolata,C3,-26.79,18.82905912,36.067,108.533,Zheng_Shangguan,2007
Cornus macrophylla,C3,-27.15,19.18905912,36.067,108.533,Zheng_Shangguan,2007
Cotoneaster acutifolius,C3,-26.97,19.00905912,36.067,108.533,Zheng_Shangguan,2007
Elaeagnus pungens,C3,-26.76,18.79905912,36.067,108.533,Zheng_Shangguan,2007
Elaeagnus rhamnoides,C3,-26.64,18.67905912,36.067,108.533,Zheng_Shangguan,2007
Lespedeza davurica,C3,-27.46,19.49905912,36.067,108.533,Zheng_Shangguan,2007
Lonicera hispida,C3,-26.62,18.65905912,36.067,108.533,Zheng_Shangguan,2007
Ostryopsis davidiana,C3,-27.57,19.60905912,36.067,108.533,Zheng_Shangguan,2007
Periploca sepium,C3,-27.94,19.97905912,36.067,108.533,Zheng_Shangguan,2007
Pinus tabuliformis,C3,-28.49,20.52905912,36.067,108.533,Zheng_Shangguan,2007
Populus davidiana,C3,-26.74,18.77905912,36.067,108.533,Zheng_Shangguan,2007
Populus manshurica,C3,-28.06,20.09905912,36.067,108.533,Zheng_Shangguan,2007
Potentilla acaulis,C3,-28.68,20.71905912,36.067,108.533,Zheng_Shangguan,2007
Pulsatilla chinensis,C3,-28.745,20.78405912,36.067,108.533,Zheng_Shangguan,2007
Pyrus betulifolia,C3,-26.87,18.90905912,36.067,108.533,Zheng_Shangguan,2007
Quercus wutaishanica,C3,-27.82,19.85905912,36.067,108.533,Zheng_Shangguan,2007
Robinia pseudoacacia,C3,-28.72,20.75905912,36.067,108.533,Zheng_Shangguan,2007
Rosa hugonis,C3,-25.43,17.46905912,36.067,108.533,Zheng_Shangguan,2007
Rubus parvifolius,C3,-27.68,19.71905912,36.067,108.533,Zheng_Shangguan,2007
Sophora viciifolia,C3,-26.76,18.79905912,36.067,108.533,Zheng_Shangguan,2007
Spiraea pubescens,C3,-26.64,18.67905912,36.067,108.533,Zheng_Shangguan,2007
Syringa oblata,C3,-26.64,18.67905912,36.067,108.533,Zheng_Shangguan,2007
Ulmus pumila,C3,-28.09,20.12905912,36.067,108.533,Zheng_Shangguan,2007
Ziziphus jujuba,C3,-27.52,19.55905912,36.067,108.533,Zheng_Shangguan,2007
Reaumuria soongarica,C3,-26.9,18.98473384,36.167,103.583,Ma_etal,2007
Reaumuria soongarica,C3,-27,19.08500853,36.267,103.817,Ma_etal,2007
Reaumuria soongarica,C3,-27.43,19.52008323,38.117,106.6,Ma_etal,2007
Metrosideros polymorpha,C3,-27.9,19.94081967,19.77,-155.93,Cornwell_etal,2007
Metrosideros polymorpha,C3,-27.5,19.54094593,19.82,-155.93,Cornwell_etal,2007
Metrosideros polymorpha,C3,-31.1,23.14059258,19.68,-155.2,Cornwell_etal,2007
Metrosideros polymorpha,C3,-28.8,20.84059258,19.68,-155.2,Cornwell_etal,2007
Reaumuria soongarica,C3,-27.29,19.39015138,41.817,82.283,Ma_etal,2007
Reaumuria soongarica,C3,-27.34,19.44658314,44.217,86.617,Ma_etal,2007
Colubrina oppositifolia,C3,-25.14,17.20351967,19.77,-155.933,Sandquist_etal,2007
Diospyros sandwicensis,C3,-27.135,19.19851967,19.77,-155.933,Sandquist_etal,2007
Metrosideros polymorpha,C3,-28.1,20.16351967,19.77,-155.933,Sandquist_etal,2007
Pouteria sandwicensis,C3,-27.095,19.15851967,19.77,-155.933,Sandquist_etal,2007
Psydrax odorata,C3,-25.825,17.88851967,19.77,-155.933,Sandquist_etal,2007
Santalum paniculatum,C3,-26.065,18.12851967,19.77,-155.933,Sandquist_etal,2007
Reaumuria soongarica,C3,-26.16,18.26019456,41.833,81.717,Ma_etal,2007
Adiantum latifolium,C3,-34.9,26.87328638,10.433,-83.983,Watkins_etal,2007
Adiantum obliqum,C3,-33.9,25.87328638,10.433,-83.983,Watkins_etal,2007
Alsophila cuspidata,C3,-31,22.97328638,10.433,-83.983,Watkins_etal,2007
Anetium citrifolium,C3,-32.9,24.87328638,10.433,-83.983,Watkins_etal,2007
Asplenium auritum,C3,-32.1,24.07328638,10.433,-83.983,Watkins_etal,2007
Asplenium serra,C3,-29.2,21.17328638,10.433,-83.983,Watkins_etal,2007
Asplenium serratum,C3,-31,22.97328638,10.433,-83.983,Watkins_etal,2007
Blechnum sp.,C3,-33.6,25.57328638,10.433,-83.983,Watkins_etal,2007
Bolbitis nicotianifolia,C3,-34.4,26.37328638,10.433,-83.983,Watkins_etal,2007
Campyloneurum brevifolium,C3,-30.2,22.17328638,10.433,-83.983,Watkins_etal,2007
Cochlidium serrulatum,C3,-35.3,27.27328638,10.433,-83.983,Watkins_etal,2007
Cyathea multiflora,C3,-33,24.97328638,10.433,-83.983,Watkins_etal,2007
Cyclopeltis semicordata,C3,-34.1,26.07328638,10.433,-83.983,Watkins_etal,2007
Danaea wendlandii,C3,-34.8,26.77328638,10.433,-83.983,Watkins_etal,2007
Dicranoglossum panamense,C3,-31.4,23.37328638,10.433,-83.983,Watkins_etal,2007
Didymochlaena truncatula,C3,-35.1,27.07328638,10.433,-83.983,Watkins_etal,2007
Diplazium striatastrum,C3,-33.9,25.87328638,10.433,-83.983,Watkins_etal,2007
Elaphoglossum herminieri,C3,-30.4,22.37328638,10.433,-83.983,Watkins_etal,2007
Elaphoglossum peltatum,C3,-33.4,25.37328638,10.433,-83.983,Watkins_etal,2007
Hemionitis palmata,C3,-33.9,25.87328638,10.433,-83.983,Watkins_etal,2007
Hymenophyllum sp.,C3,-28.4,20.37328638,10.433,-83.983,Watkins_etal,2007
Lomariopsis japurensis,C3,-34.2,26.17328638,10.433,-83.983,Watkins_etal,2007
Lomariopsis vestita,C3,-35,26.97328638,10.433,-83.983,Watkins_etal,2007
Lonchitis hirsuta,C3,-34.7,26.67328638,10.433,-83.983,Watkins_etal,2007
Microgramma lycopodioides,C3,-28.6,20.57328638,10.433,-83.983,Watkins_etal,2007
Microgramma reptans,C3,-29,20.97328638,10.433,-83.983,Watkins_etal,2007
Nephrolepis rivularis,C3,-30.1,22.07328638,10.433,-83.983,Watkins_etal,2007
Oleandra articulata,C3,-30.2,22.17328638,10.433,-83.983,Watkins_etal,2007
Olfersia cervina,C3,-34.7,26.67328638,10.433,-83.983,Watkins_etal,2007
Ophioglossum reticulatum,C3,-31.9,23.87328638,10.433,-83.983,Watkins_etal,2007
Phlebodium pseudoaureum,C3,-30.6,22.57328638,10.433,-83.983,Watkins_etal,2007
Pleopeltis sp.,C3,-31.1,23.07328638,10.433,-83.983,Watkins_etal,2007
Antrophyum ensiforme,C3,-32.5,24.47328638,10.433,-83.983,Watkins_etal,2007
Polybotrya caudata,C3,-34.6,26.57328638,10.433,-83.983,Watkins_etal,2007
Polypodium triseriale,C3,-29.4,21.37328638,10.433,-83.983,Watkins_etal,2007
Saccoloma inaequale,C3,-35.2,27.17328638,10.433,-83.983,Watkins_etal,2007
Salpichlaena volubilis,C3,-34,25.97328638,10.433,-83.983,Watkins_etal,2007
Tectaria dracontifolia,C3,-34.1,26.07328638,10.433,-83.983,Watkins_etal,2007
Thelypteris lingulata,C3,-34.6,26.57328638,10.433,-83.983,Watkins_etal,2007
Thelypteris poiteana,C3,-34.2,26.17328638,10.433,-83.983,Watkins_etal,2007
Thelypteris sp.,C3,-32.2,24.17328638,10.433,-83.983,Watkins_etal,2007
Trichomanes collariatum,C3,-32.5,24.47328638,10.433,-83.983,Watkins_etal,2007
Trichomanes diversifrons,C3,-34.1,26.07328638,10.433,-83.983,Watkins_etal,2007
Trichomanes godmanii,C3,-31.8,23.77328638,10.433,-83.983,Watkins_etal,2007
Vittaria lineata,C3,-30.2,22.17328638,10.433,-83.983,Watkins_etal,2007
Vittaria stipitata,C3,-30.9,22.87328638,10.433,-83.983,Watkins_etal,2007
Reaumuria soongarica,C3,-25.01,17.10390922,39.517,99.9,Ma_etal,2007
Helianthus anomalus,C3,-26.235,18.35206174,39.683,-112.367,Donovan_etal,2007
Helianthus deserticola,C3,-27.12,19.23706174,39.683,-112.367,Donovan_etal,2007
Achillea millefolium,C3,-30.02334,22.1761198,44.517,-123.517,Lambrecht_Dawson,2007
Leucanthemum cuneifolium,C3,-30.0272,22.1799798,44.517,-123.517,Lambrecht_Dawson,2007
Reaumuria soongarica,C3,-27.18,19.27190528,38.783,100.6,Ma_etal,2007
Agropyron badamense,C3,-26.18,18.22395191,37.85,110.167,Zheng_Shangguan,2007
Amorpha fruticosa,C3,-24.22,16.26395191,37.85,110.167,Zheng_Shangguan,2007
Artemisia freyniana,C3,-27.58,19.62395191,37.85,110.167,Zheng_Shangguan,2007
Artemisia subdigitata,C3,-28.74,20.78395191,37.85,110.167,Zheng_Shangguan,2007
Astragalus adsurgens,C3,-26.38,18.42395191,37.85,110.167,Zheng_Shangguan,2007
Caragana korshinskii,C3,-23.28,15.32395191,37.85,110.167,Zheng_Shangguan,2007
Lespedeza davurica,C3,-26.44,18.48395191,37.85,110.167,Zheng_Shangguan,2007
Medicago caucasica,C3,-28.06,20.10395191,37.85,110.167,Zheng_Shangguan,2007
Periploca sepium,C3,-27.15,19.19395191,37.85,110.167,Zheng_Shangguan,2007
Pinus tabuliformis,C3,-26.08,18.12395191,37.85,110.167,Zheng_Shangguan,2007
Populus manshurica,C3,-23.93,15.97395191,37.85,110.167,Zheng_Shangguan,2007
Robinia pseudoacacia,C3,-24.6,16.64395191,37.85,110.167,Zheng_Shangguan,2007
Ulmus pumila,C3,-23.46,15.50395191,37.85,110.167,Zheng_Shangguan,2007
Ziziphus jujuba,C3,-25.64,17.68395191,37.85,110.167,Zheng_Shangguan,2007
Artemisia freyniana,C3,-29,21.03182096,33.433,108.433,Zheng_Shangguan,2007
Artemisia subdigitata,C3,-30.1,22.13182096,33.433,108.433,Zheng_Shangguan,2007
Carex lanceolata,C3,-30.69,22.72182096,33.433,108.433,Zheng_Shangguan,2007
Cornus officinalis,C3,-30.51,22.54182096,33.433,108.433,Zheng_Shangguan,2007
Corylus heterophylla,C3,-29.53,21.56182096,33.433,108.433,Zheng_Shangguan,2007
Elaeagnus pungens,C3,-27.32,19.35182096,33.433,108.433,Zheng_Shangguan,2007
Lespedeza cyrtobotrya,C3,-29.61,21.64182096,33.433,108.433,Zheng_Shangguan,2007
Lonicera hispida,C3,-29.76,21.79182096,33.433,108.433,Zheng_Shangguan,2007
Pinus tabuliformis,C3,-29.02,21.05182096,33.433,108.433,Zheng_Shangguan,2007
Potentilla acaulis,C3,-29.34,21.37182096,33.433,108.433,Zheng_Shangguan,2007
Quercus aliena,C3,-30.24,22.27182096,33.433,108.433,Zheng_Shangguan,2007
Robinia pseudoacacia,C3,-27.84,19.87182096,33.433,108.433,Zheng_Shangguan,2007
Rubus innominatus,C3,-26.67,18.70182096,33.433,108.433,Zheng_Shangguan,2007
Thalictrum baicalense,C3,-29.28,21.31182096,33.433,108.433,Zheng_Shangguan,2007
Reaumuria soongarica,C3,-25.39,17.48667439,40.533,95.833,Ma_etal,2007
Reaumuria soongarica,C3,-27.35,19.44254465,39.017,105.65,Ma_etal,2007
Reaumuria soongarica,C3,-27.64,19.73258835,39.033,100.467,Ma_etal,2007
Reaumuria soongarica,C3,-26.67,18.75606034,36.65,104.05,Ma_etal,2007
Eucalyptus diversicolor,C3,-27.1317,19.0778412,-34,116,Burgess_Dawson,2007
Pinus monticola,C3,-27.2489,19.57057924,48.35,-116.792,Duursma_etal,2007
Pinus ponderosa,C3,-25.10845,17.43012924,48.35,-116.792,Duursma_etal,2007
Pseudotsuga macrocarpa,C3,-26.49325,18.81492924,48.35,-116.792,Duursma_etal,2007
Abies grandis,C3,-27.4118,19.57457924,48.35,-116.792,Duursma_etal,2007
Abies lasiocarpa,C3,-27.02092,19.18369924,48.35,-116.792,Duursma_etal,2007
Larix occidentalis,C3,-26.25295,18.41572924,48.35,-116.792,Duursma_etal,2007
Pinus contorta,C3,-26.3012,18.46397924,48.35,-116.792,Duursma_etal,2007
Pseudotsuga macrocarpa,C3,-25.997,18.15977924,48.35,-116.792,Duursma_etal,2007
Thuja plicata,C3,-25.638,17.80077924,48.35,-116.792,Duursma_etal,2007
Tsuga heterophylla,C3,-26.9593,19.12207924,48.35,-116.792,Duursma_etal,2007
Brunsvigia orientalis,C3,-25.2,17.12343639,-34.05,18.5,Cramer_etal,2007
Adenostoma fasciculatum,C3,-26.94688929,19.00434186,34.5,-119.82,Bhaskar_etal,2007
Arctostaphylos glandulosa,C3,-27.34394372,19.40139629,34.5,-119.82,Bhaskar_etal,2007
Arctostaphylos glauca,C3,-25.84570305,17.90315562,34.5,-119.82,Bhaskar_etal,2007
Ceanothus crassifolius,C3,-25.07025236,17.12770493,34.5,-119.82,Bhaskar_etal,2007
Cercocarpus betuloides,C3,-24.87071092,16.92816349,34.5,-119.82,Bhaskar_etal,2007
Dendromecon rigida,C3,-26.67458317,18.73203574,34.5,-119.82,Bhaskar_etal,2007
Eriodictyon traskiae,C3,-26.36919661,18.42664918,34.5,-119.82,Bhaskar_etal,2007
Garrya elliptica,C3,-25.2021203,17.25957287,34.5,-119.82,Bhaskar_etal,2007
Heteromeles salicifolia,C3,-26.11963849,18.17709106,34.5,-119.82,Bhaskar_etal,2007
Laurocerasus ilicifolia,C3,-25.89962096,17.95707353,34.5,-119.82,Bhaskar_etal,2007
Quercus berberidifolia,C3,-26.62542392,18.68287649,34.5,-119.82,Bhaskar_etal,2007
Rhus ovata,C3,-23.91149558,15.96894815,34.5,-119.82,Bhaskar_etal,2007
Salvia mellifera,C3,-25.30832228,17.36577485,34.5,-119.82,Bhaskar_etal,2007
Reaumuria soongarica,C3,-26.92,19.00820889,37.433,104.917,Ma_etal,2007
Reaumuria soongarica,C3,-26.43,18.53742224,44.533,85.733,Ma_etal,2007
Agropyron badamense,C3,-28.47,20.51650528,38.783,110.35,Zheng_Shangguan,2007
Astragalus adsurgens,C3,-27.93,19.97650528,38.783,110.35,Zheng_Shangguan,2007
Caragana korshinskii,C3,-27,19.04650528,38.783,110.35,Zheng_Shangguan,2007
Elaeagnus rhamnoides,C3,-22.66,14.70650528,38.783,110.35,Zheng_Shangguan,2007
Lespedeza davurica,C3,-27.34,19.38650528,38.783,110.35,Zheng_Shangguan,2007
Medicago caucasica,C3,-26.76,18.80650528,38.783,110.35,Zheng_Shangguan,2007
Pinus tabuliformis,C3,-25.33,17.37650528,38.783,110.35,Zheng_Shangguan,2007
Populus manshurica,C3,-27.49,19.53650528,38.783,110.35,Zheng_Shangguan,2007
Salix gracilior,C3,-25.67,17.71650528,38.783,110.35,Zheng_Shangguan,2007
Ulmus pumila,C3,-26.3,18.34650528,38.783,110.35,Zheng_Shangguan,2007
Ziziphus jujuba,C3,-26.14,18.18650528,38.783,110.35,Zheng_Shangguan,2007
Achillea millefolium,C3,-30.60356,22.7563398,44.517,-121.617,Lambrecht_Dawson,2007
Sequoia sempervirens,C3,-24.0772,16.21345786,38.4,-122.983,Burgess_Dawson,2007
Reaumuria soongarica,C3,-24.68,16.77622337,40.367,95.85,Ma_etal,2007
Reaumuria soongarica,C3,-26.86,18.95067452,38.333,106.433,Ma_etal,2007
Reaumuria soongarica,C3,-27.47,19.55825551,37.45,105.217,Ma_etal,2007
Amelanchier denticulata,C3,-26.51758489,18.53190095,18.25,-97.43,Bhaskar_etal,2007
Citharexylum oleinum,C3,-25.66880204,17.6831181,18.25,-97.43,Bhaskar_etal,2007
Comarostaphylis polifolia,C3,-27.40159078,19.41590684,18.25,-97.43,Bhaskar_etal,2007
Dodonaea megazyga,C3,-26.15957188,18.17388794,18.25,-97.43,Bhaskar_etal,2007
Garrya ovata,C3,-26.35918518,18.37350124,18.25,-97.43,Bhaskar_etal,2007
Krameria cytisoides,C3,-25.77733005,17.79164611,18.25,-97.43,Bhaskar_etal,2007
Quercus sebifera,C3,-24.96236492,16.97668098,18.25,-97.43,Bhaskar_etal,2007
Rhus chondroloma,C3,-26.79134226,18.80565832,18.25,-97.43,Bhaskar_etal,2007
Rhus standleyi,C3,-26.18158438,18.19590044,18.25,-97.43,Bhaskar_etal,2007
Rhus virens,C3,-25.41686407,17.43118013,18.25,-97.43,Bhaskar_etal,2007
Salvia candicans,C3,-27.0660155,19.08033156,18.25,-97.43,Bhaskar_etal,2007
Artemisia freyniana,C3,-28.29,20.32626427,35.05,109.133,Zheng_Shangguan,2007
Carex lanceolata,C3,-27.87,19.90626427,35.05,109.133,Zheng_Shangguan,2007
Cornus macrophylla,C3,-24.77,16.80626427,35.05,109.133,Zheng_Shangguan,2007
Cotoneaster acutifolius,C3,-27.31,19.34626427,35.05,109.133,Zheng_Shangguan,2007
Elaeagnus pungens,C3,-27.3,19.33626427,35.05,109.133,Zheng_Shangguan,2007
Elaeagnus rhamnoides,C3,-27.56,19.59626427,35.05,109.133,Zheng_Shangguan,2007
